user_id,financial_archetype,annual_income,annual_expenses,average_monthly_income,average_monthly_expenses,average_monthly_surplus,total_savings_transfers,average_monthly_savings,total_investment_transfers,savings_rate,essential_spending_total,discretionary_spending_total,discretionary_spending_share,rent_to_income_ratio,debt_repayment_total,debt_to_income_ratio,spending_volatility,income_volatility,estimated_emergency_buffer_months,target_property_price_used_for_projection,target_10_percent_deposit,target_20_percent_deposit,estimated_months_to_10_percent_deposit,estimated_months_to_20_percent_deposit,top_spending_categories,financial_strengths,financial_opportunities,financial_alignment_status,home_buying_roadmap,plain_english_financial_summary,full_financial_profile_text
41,Disciplined saver,99634.32,93332.01,8302.86,7777.67,525.19,25089.67,2090.81,6039.55,0.2518,48656.21,12988.54,0.1392,0.293,1751.51,0.0176,3664.84,2308.64,3.23,864216,86421.6,172843.2,29.3,70.7,"Rent, Savings Transfer, Groceries, Investment Transfer, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Disciplined saver. Over the last 12 months, they earned approximately $99,634
    and spent approximately $93,332. Their average monthly surplus is approximately $525.
    Their savings rate is 25.2%, rent-to-income ratio is 29.3%, and debt-to-income ratio is 1.8%.
    Current home buying alignment status: Emerging Alignment.","User 41 financial profile:
    Archetype: Disciplined saver.
    Annual income: $99,634.
    Annual expenses: $93,332.
    Average monthly income: $8,303.
    Average monthly expenses: $7,778.
    Average monthly surplus: $525.
    Average monthly savings: $2,091.
    Total savings transfers: $25,090.
    Total investment transfers: $6,040.
    Savings rate: 25.2%.
    Rent-to-income ratio: 29.3%.
    Debt-to-income ratio: 1.8%.
    Emergency buffer estimate: 3.2 months.
    Spending volatility: $3,665.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
42,High income / high spending,176615.4,170449.33,14717.95,14204.11,513.84,18799.77,1566.65,10938.42,0.1064,83043.85,56016.42,0.3286,0.2851,9580.24,0.0542,3245.9,293.12,1.32,1436551,143655.1,287310.2,79.7,171.4,"Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment",rent is reasonably controlled relative to income; low debt repayment pressure,"increase monthly savings rate; review dining, shopping, entertainment, and lifestyle spending; reduce month-to-month spending volatility",Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a High income / high spending. Over the last 12 months, they earned approximately $176,615
    and spent approximately $170,449. Their average monthly surplus is approximately $514.
    Their savings rate is 10.6%, rent-to-income ratio is 28.5%, and debt-to-income ratio is 5.4%.
    Current home buying alignment status: Emerging Alignment.","User 42 financial profile:
    Archetype: High income / high spending.
    Annual income: $176,615.
    Annual expenses: $170,449.
    Average monthly income: $14,718.
    Average monthly expenses: $14,204.
    Average monthly surplus: $514.
    Average monthly savings: $1,567.
    Total savings transfers: $18,800.
    Total investment transfers: $10,938.
    Savings rate: 10.6%.
    Rent-to-income ratio: 28.5%.
    Debt-to-income ratio: 5.4%.
    Emergency buffer estimate: 1.3 months.
    Spending volatility: $3,246.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment.
    Strengths: rent is reasonably controlled relative to income, low debt repayment pressure.
    Opportunities: increase monthly savings rate, review dining, shopping, entertainment, and lifestyle spending, reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
43,Young professional building deposit,75631.3,81709.77,6302.61,6809.15,-506.54,14439.97,1203.33,1844.4,0.1909,46196.3,18269.51,0.2236,0.3351,3008.63,0.0398,2156.06,275.5,2.12,1281699,128169.9,256339.8,94.5,201.0,"Rent, Savings Transfer, Groceries, Transport, Insurance",strong savings consistency; low debt repayment pressure; discretionary spending is relatively controlled,rent pressure may be slowing deposit growth; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Transport, Insurance.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Young professional building deposit. Over the last 12 months, they earned approximately $75,631
    and spent approximately $81,710. Their average monthly surplus is approximately $-507.
    Their savings rate is 19.1%, rent-to-income ratio is 33.5%, and debt-to-income ratio is 4.0%.
    Current home buying alignment status: Long-Term Alignment.","User 43 financial profile:
    Archetype: Young professional building deposit.
    Annual income: $75,631.
    Annual expenses: $81,710.
    Average monthly income: $6,303.
    Average monthly expenses: $6,809.
    Average monthly surplus: $-507.
    Average monthly savings: $1,203.
    Total savings transfers: $14,440.
    Total investment transfers: $1,844.
    Savings rate: 19.1%.
    Rent-to-income ratio: 33.5%.
    Debt-to-income ratio: 4.0%.
    Emergency buffer estimate: 2.1 months.
    Spending volatility: $2,156.
    Top spending categories: Rent, Savings Transfer, Groceries, Transport, Insurance.
    Strengths: strong savings consistency, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: rent pressure may be slowing deposit growth, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
44,Family under financial pressure,111587.5,114061.95,9298.96,9505.16,-206.2,3592.44,299.37,0.0,0.0322,84339.54,23147.42,0.2029,0.39,15703.22,0.1407,3109.63,386.75,0.38,1002589,100258.9,200517.8,322.9,657.8,"Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Personal Care",discretionary spending is relatively controlled,increase monthly savings rate; rent pressure may be slowing deposit growth; reduce debt repayment pressure before purchase; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Personal Care.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Family under financial pressure. Over the last 12 months, they earned approximately $111,588
    and spent approximately $114,062. Their average monthly surplus is approximately $-206.
    Their savings rate is 3.2%, rent-to-income ratio is 39.0%, and debt-to-income ratio is 14.1%.
    Current home buying alignment status: Long-Term Alignment.","User 44 financial profile:
    Archetype: Family under financial pressure.
    Annual income: $111,588.
    Annual expenses: $114,062.
    Average monthly income: $9,299.
    Average monthly expenses: $9,505.
    Average monthly surplus: $-206.
    Average monthly savings: $299.
    Total savings transfers: $3,592.
    Total investment transfers: $0.
    Savings rate: 3.2%.
    Rent-to-income ratio: 39.0%.
    Debt-to-income ratio: 14.1%.
    Emergency buffer estimate: 0.4 months.
    Spending volatility: $3,110.
    Top spending categories: Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Personal Care.
    Strengths: discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, rent pressure may be slowing deposit growth, reduce debt repayment pressure before purchase, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
45,Investor-oriented buyer,135929.17,124836.08,11327.43,10403.01,924.42,25828.15,2152.35,16541.71,0.19,62220.68,18907.0,0.1515,0.2442,7191.71,0.0529,3128.55,427.21,2.48,1089452,108945.2,217890.4,38.6,89.2,"Rent, Savings Transfer, Investment Transfer, Groceries, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Investment Transfer, Groceries, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Investor-oriented buyer. Over the last 12 months, they earned approximately $135,929
    and spent approximately $124,836. Their average monthly surplus is approximately $924.
    Their savings rate is 19.0%, rent-to-income ratio is 24.4%, and debt-to-income ratio is 5.3%.
    Current home buying alignment status: Emerging Alignment.","User 45 financial profile:
    Archetype: Investor-oriented buyer.
    Annual income: $135,929.
    Annual expenses: $124,836.
    Average monthly income: $11,327.
    Average monthly expenses: $10,403.
    Average monthly surplus: $924.
    Average monthly savings: $2,152.
    Total savings transfers: $25,828.
    Total investment transfers: $16,542.
    Savings rate: 19.0%.
    Rent-to-income ratio: 24.4%.
    Debt-to-income ratio: 5.3%.
    Emergency buffer estimate: 2.5 months.
    Spending volatility: $3,129.
    Top spending categories: Rent, Savings Transfer, Investment Transfer, Groceries, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
46,Emotionally reactive spender,91379.51,100237.18,7614.96,8353.1,-738.14,2960.55,246.71,0.0,0.0324,58477.95,36507.81,0.3642,0.3174,11982.5,0.1311,2158.55,317.96,0.35,1488854,148885.4,297770.8,591.5,1195.0,"Rent, Groceries, Personal Care, Dining Out, Shopping",rent is reasonably controlled relative to income,"increase monthly savings rate; reduce debt repayment pressure before purchase; review dining, shopping, entertainment, and lifestyle spending; reduce month-to-month spending volatility",Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Personal Care, Dining Out, Shopping.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Emotionally reactive spender. Over the last 12 months, they earned approximately $91,380
    and spent approximately $100,237. Their average monthly surplus is approximately $-738.
    Their savings rate is 3.2%, rent-to-income ratio is 31.7%, and debt-to-income ratio is 13.1%.
    Current home buying alignment status: Long-Term Alignment.","User 46 financial profile:
    Archetype: Emotionally reactive spender.
    Annual income: $91,380.
    Annual expenses: $100,237.
    Average monthly income: $7,615.
    Average monthly expenses: $8,353.
    Average monthly surplus: $-738.
    Average monthly savings: $247.
    Total savings transfers: $2,961.
    Total investment transfers: $0.
    Savings rate: 3.2%.
    Rent-to-income ratio: 31.7%.
    Debt-to-income ratio: 13.1%.
    Emergency buffer estimate: 0.4 months.
    Spending volatility: $2,159.
    Top spending categories: Rent, Groceries, Personal Care, Dining Out, Shopping.
    Strengths: rent is reasonably controlled relative to income.
    Opportunities: increase monthly savings rate, reduce debt repayment pressure before purchase, review dining, shopping, entertainment, and lifestyle spending, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
47,Financially recovering buyer,83969.79,86447.97,6997.48,7204.0,-206.52,7720.63,643.39,1217.96,0.0919,55291.79,19291.25,0.2232,0.3177,12734.71,0.1517,1254.47,402.96,1.07,1002589,100258.9,200517.8,143.8,299.7,"Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment",rent is reasonably controlled relative to income; discretionary spending is relatively controlled,increase monthly savings rate; reduce debt repayment pressure before purchase; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Financially recovering buyer. Over the last 12 months, they earned approximately $83,970
    and spent approximately $86,448. Their average monthly surplus is approximately $-207.
    Their savings rate is 9.2%, rent-to-income ratio is 31.8%, and debt-to-income ratio is 15.2%.
    Current home buying alignment status: Long-Term Alignment.","User 47 financial profile:
    Archetype: Financially recovering buyer.
    Annual income: $83,970.
    Annual expenses: $86,448.
    Average monthly income: $6,997.
    Average monthly expenses: $7,204.
    Average monthly surplus: $-207.
    Average monthly savings: $643.
    Total savings transfers: $7,721.
    Total investment transfers: $1,218.
    Savings rate: 9.2%.
    Rent-to-income ratio: 31.8%.
    Debt-to-income ratio: 15.2%.
    Emergency buffer estimate: 1.1 months.
    Spending volatility: $1,254.
    Top spending categories: Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment.
    Strengths: rent is reasonably controlled relative to income, discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, reduce debt repayment pressure before purchase, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
48,Highly structured budgeter,96144.74,92145.09,8012.06,7678.76,333.3,23332.9,1944.41,4808.55,0.2427,47503.99,15647.18,0.1698,0.2899,2263.24,0.0235,2813.41,361.18,3.04,1488854,148885.4,297770.8,64.6,141.1,"Rent, Savings Transfer, Groceries, Investment Transfer, Travel",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Travel.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Highly structured budgeter. Over the last 12 months, they earned approximately $96,145
    and spent approximately $92,145. Their average monthly surplus is approximately $333.
    Their savings rate is 24.3%, rent-to-income ratio is 29.0%, and debt-to-income ratio is 2.4%.
    Current home buying alignment status: Emerging Alignment.","User 48 financial profile:
    Archetype: Highly structured budgeter.
    Annual income: $96,145.
    Annual expenses: $92,145.
    Average monthly income: $8,012.
    Average monthly expenses: $7,679.
    Average monthly surplus: $333.
    Average monthly savings: $1,944.
    Total savings transfers: $23,333.
    Total investment transfers: $4,809.
    Savings rate: 24.3%.
    Rent-to-income ratio: 29.0%.
    Debt-to-income ratio: 2.4%.
    Emergency buffer estimate: 3.0 months.
    Spending volatility: $2,813.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Travel.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
49,Entrepreneur / variable income buyer,134163.48,109605.05,11180.29,9133.75,2046.54,13182.65,1098.55,7115.45,0.0983,58554.48,29492.27,0.2691,0.2513,5900.36,0.044,1962.95,6022.69,1.44,1257868,125786.8,251573.6,102.5,217.0,"Rent, Savings Transfer, Groceries, Investment Transfer, Travel",rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,increase monthly savings rate; reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Travel.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Entrepreneur / variable income buyer. Over the last 12 months, they earned approximately $134,163
    and spent approximately $109,605. Their average monthly surplus is approximately $2,047.
    Their savings rate is 9.8%, rent-to-income ratio is 25.1%, and debt-to-income ratio is 4.4%.
    Current home buying alignment status: Emerging Alignment.","User 49 financial profile:
    Archetype: Entrepreneur / variable income buyer.
    Annual income: $134,163.
    Annual expenses: $109,605.
    Average monthly income: $11,180.
    Average monthly expenses: $9,134.
    Average monthly surplus: $2,047.
    Average monthly savings: $1,099.
    Total savings transfers: $13,183.
    Total investment transfers: $7,115.
    Savings rate: 9.8%.
    Rent-to-income ratio: 25.1%.
    Debt-to-income ratio: 4.4%.
    Emergency buffer estimate: 1.4 months.
    Spending volatility: $1,963.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Travel.
    Strengths: rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
50,Remote worker lifestyle optimizer,110070.17,102504.25,9172.51,8542.02,630.49,20438.44,1703.2,5978.45,0.1857,53560.33,21893.8,0.2136,0.2902,3096.08,0.0281,2664.7,332.21,2.39,740031,74003.1,148006.2,31.4,74.9,"Rent, Savings Transfer, Groceries, Investment Transfer, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Remote worker lifestyle optimizer. Over the last 12 months, they earned approximately $110,070
    and spent approximately $102,504. Their average monthly surplus is approximately $630.
    Their savings rate is 18.6%, rent-to-income ratio is 29.0%, and debt-to-income ratio is 2.8%.
    Current home buying alignment status: Emerging Alignment.","User 50 financial profile:
    Archetype: Remote worker lifestyle optimizer.
    Annual income: $110,070.
    Annual expenses: $102,504.
    Average monthly income: $9,173.
    Average monthly expenses: $8,542.
    Average monthly surplus: $630.
    Average monthly savings: $1,703.
    Total savings transfers: $20,438.
    Total investment transfers: $5,978.
    Savings rate: 18.6%.
    Rent-to-income ratio: 29.0%.
    Debt-to-income ratio: 2.8%.
    Emergency buffer estimate: 2.4 months.
    Spending volatility: $2,665.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
